ZorgproductOmschrijving;Tarief
Behandeling met een of meerdere zorgverleners met meer dan 83 tot maximaal 150 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het bewegingsapparaat;27382,39
Behandeling met een of meerdere zorgverleners met meer dan 35 tot maximaal 83 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het bewegingsapparaat;18028,48
Behandeling met een of meerdere zorgverleners met maximaal 35 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het bewegingsapparaat;12942,91
Behandeling met een of meerdere zorgverleners met meer dan 128 behandeluren bij een aandoening van het bewegingsapparaat;12729,93
Behandeling met een of meerdere zorgverleners met meer dan 58 tot maximaal 128 behandeluren bij een aandoening van het bewegingsapparaat;9345
Behandeling met een of meerdere zorgverleners tot maximaal 58 behandeluren bij een aandoening van het bewegingsapparaat;3002,22
Behandeling met een of meerdere zorgverleners met meer dan 485 behandeluren met meer dan 14 verpleegdagen bij een amputatie;114655,29
Behandeling met een of meerdere zorgverleners met meer dan 270 tot maximaal 485 behandeluren met meer dan 14 verpleegdagen bij een amputatie;56116,14
Behandeling met een of meerdere zorgverleners met meer dan 140 tot maximaal 270 behandeluren met meer dan 14 verpleegdagen bij een amputatie;44165,69
Behandeling met een of meerdere zorgverleners met meer dan 51 tot maximaal 140 behandeluren met meer dan 14 verpleegdagen bij een amputatie;25056,5
Behandeling met een of meerdere zorgverleners met tot maximaal 51 behandeluren met meer dan 14 verpleegdagen bij een amputatie;11492,86
Behandeling met een of meerdere zorgverleners met meer dan 269 behandeluren bij een amputatie;57386,5
Behandeling met een of meerdere zorgverleners met meer dan 70 tot maximaal 269 behandeluren bij een amputatie;13385,02
Behandeling met een of meerdere zorgverleners tot maximaal 70 behandeluren bij een amputatie;3654,1
Behandeling met een of meerdere zorgverleners met meer dan 381 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de hersenen;77970,9
Behandeling met een of meerdere zorgverleners met meer dan 201 tot maximaal 381 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de hersenen;53698,28
Behandeling met een of meerdere zorgverleners met meer dan 97 tot maximaal 201 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de hersenen;30383,9
Behandeling met een of meerdere zorgverleners met meer dan 34 tot maximaal 97 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de hersenen;16540,6
Behandeling met een of meerdere zorgverleners met tot maximaal 34 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de hersenen;7558,62
Behandeling met een of meerdere zorgverleners met meer dan 397 behandeluren bij een aandoening van de hersenen;55885,28
Behandeling met een of meerdere zorgverleners met meer dan 161 tot maximaal 397 behandeluren bij een aandoening van de hersenen;21965,56
Behandeling met een of meerdere zorgverleners met meer dan 50 tot maximaal 161 behandeluren bij een aandoening van de hersenen;9980,82
Behandeling met een of meerdere zorgverleners tot maximaal 50 behandeluren bij een aandoening van de hersenen;3317,63
Behandeling met een of meerdere zorgverleners met meer dan 381 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het zenuwstelsel;68675,25
Behandeling met een of meerdere zorgverleners met meer dan 214 tot maximaal 381 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het zenuwstelsel;55298,52
Behandeling met een of meerdere zorgverleners met meer dan 123 tot maximaal 214 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het zenuwstelsel;34239,77
Behandeling met een of meerdere zorgverleners met meer dan 39 tot maximaal 123 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het zenuwstelsel;21239,42
Behandeling met een of meerdere zorgverleners met tot maximaal 39 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het zenuwstelsel;12704,39
Behandeling met een of meerdere zorgverleners met meer dan 182 behandeluren bij een aandoening van het zenuwstelsel;18784,28
Behandeling met een of meerdere zorgverleners met meer dan 67 tot maximaal 182 behandeluren bij een aandoening van het zenuwstelsel;11974,41
Behandeling met een of meerdere zorgverleners tot maximaal 67 behandeluren bij een aandoening van het zenuwstelsel;3322,82
Behandeling met een of meerdere zorgverleners met meer dan 163 behandeluren bij een dwarslaesie;28896,79
Behandeling met een of meerdere zorgverleners met meer dan 74 tot maximaal 163 behandeluren bij een dwarslaesie;12431,69
Behandeling met een of meerdere zorgverleners tot maximaal 74 behandeluren bij een dwarslaesie;3672,95
Behandeling met een of meerdere zorgverleners met meer dan 490 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de organen;144568,32
Behandeling met een of meerdere zorgverleners met meer dan 276 tot maximaal 490 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de organen;68929,36
Behandeling met een of meerdere zorgverleners met meer dan 140 tot maximaal 276 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de organen;37981,49
Behandeling met een of meerdere zorgverleners met meer dan 50 tot maximaal 140 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de organen;19055,96
Behandeling met een of meerdere zorgverleners met tot maximaal 50 behandeluren met meer dan 14 verpleegdagen bij een aandoening van de organen;13206,81
Behandeling met een of meerdere zorgverleners met meer dan 232 behandeluren bij een aandoening van de organen;42839,19
Behandeling met een of meerdere zorgverleners met meer dan 72 tot maximaal 232 behandeluren bij een aandoening van de organen;14934,78
Behandeling met een of meerdere zorgverleners tot maximaal 72 behandeluren bij een aandoening van de organen;3528,72
Behandeling met een of meerdere zorgverleners met meer dan 296 behandeluren met meer dan 14 verpleegdagen bij chronische pijn of een psychische stoornis;49806,24
Behandeling met een of meerdere zorgverleners met meer dan 173 tot maximaal 296 behandeluren met meer dan 14 verpleegdagen bij chronische pijn of een psychische stoornis;39867,45
Behandeling met een of meerdere zorgverleners met meer dan 89 tot maximaal 173 behandeluren met meer dan 14 verpleegdagen bij chronische pijn of een psychische stoornis;22843,35
Behandeling met een of meerdere zorgverleners met meer dan 41 tot maximaal 89 behandeluren met meer dan 14 verpleegdagen bij chronische pijn of een psychische stoornis;20960,12
Behandeling met een of meerdere zorgverleners met tot maximaal 41 behandeluren met meer dan 14 verpleegdagen bij chronische pijn of een psychische stoornis;20652,38
Behandeling met een of meerdere zorgverleners met meer dan 130 behandeluren bij chronische pijn of een psychische stoornis;13391,58
Behandeling met een of meerdere zorgverleners met meer dan 48 tot maximaal 130 behandeluren bij chronische pijn of een psychische stoornis;7892,59
Behandeling met een of meerdere zorgverleners tot maximaal 48 behandeluren bij chronische pijn of een psychische stoornis;3243,97
Consult(en) en/of behandeling door revalidatiearts en/of een of meerdere zorgverleners tot maximaal 4 behandeluren bij revalidatiebehandeling;229,59
Behandeling door revalidatiearts en/of een of meerdere zorgverleners met meer dan 4 tot maximaal 9 behandeluren bij revalidatiebehandeling;891,71
Behandeling met een of meerdere zorgverleners met meer dan 429 behandeluren met meer dan 14 verpleegdagen bij een hoge dwarslaesie;100014,36
Behandeling met een of meerdere zorgverleners met meer dan 429 behandeluren met meer dan 14 verpleegdagen bij een dwarslaesie;76655,38
Behandeling met een of meerdere zorgverleners met meer dan 223 tot maximaal 429 behandeluren met meer dan 14 verpleegdagen bij een hoge dwarslaesie;71871,93
Behandeling met een of meerdere zorgverleners met meer dan 223 tot maximaal 429 behandeluren met meer dan 14 verpleegdagen bij een dwarslaesie;59679,97
Behandeling met een of meerdere zorgverleners met meer dan 99 tot maximaal 223 behandeluren met meer dan 14 verpleegdagen bij een hoge dwarslaesie;43811,56
Behandeling met een of meerdere zorgverleners met meer dan 99 tot maximaal 223 behandeluren met meer dan 14 verpleegdagen bij een dwarslaesie;36584,75
Behandeling met een of meerdere zorgverleners met meer dan 26 tot maximaal 99 behandeluren met meer dan 14 verpleegdagen bij een hoge dwarslaesie;22511,84
Behandeling met een of meerdere zorgverleners met meer dan 26 tot maximaal 99 behandeluren met meer dan 14 verpleegdagen bij een dwarslaesie;18817,04
Behandeling met een of meerdere zorgverleners met tot maximaal 26 behandeluren met meer dan 14 verpleegdagen bij een hoge dwarslaesie;8122,15
Behandeling met een of meerdere zorgverleners met tot maximaal 26 behandeluren met meer dan 14 verpleegdagen bij een dwarslaesie;8122,15
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de psychiater;223,94
Meer dan 5 consulten bij een psychische stoornis;1396,06
1 of 2 consulten bij een psychische stoornis;566,13
3 tot 5 consulten bij een psychische stoornis;1082,31
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de specialist klinische geriatrie of internist ouderengeneeskunde;287,41
Ziekenhuisopname met maximaal 3 verpleegdagen bij ouderdomsklachten;2688,42
Medebehandeling door: een klinisch geriater of internist ouderengeneeskunde;568,17
Ziekenhuisopname met meer dan 14 verpleegdagen bij ouderdomsklachten;14013,2
Ziekenhuisopname met 4 tot maximaal 14 verpleegdagen bij ouderdomsklachten;6504,89
1 polikliniekbezoek bij ouderdomsklachten;691,58
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij een bewegingsstoornis bij ouderdomsklachten;810,4
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij geheugenstoornis bij ouderdomsklachten;1021,38
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij ouderdomsklachten;1180,03
Vervolgcontact met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij ouderdomsklachten;397,41
2 polikliniekbezoeken/ consultaties op afstand bij ouderdomsklachten;835,68
Ziekenhuisopname i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);5722,58
Meer dan 1 consult/ consultaties op afstand met onderzoek(en) i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);1747,59
Dagbehandeling met een ingreep i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);1385,22
Meer dan 1 consult/ consultaties op afstand met een ingreep i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);1120,6
Meer dan 2 consulten/ consultaties op afstand i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);1227,57
1 of 2 consulten/ consultaties op afstand i.v.m. palliatieve zorg (zorg voor mensen die niet meer beter worden);474,94
Diepe/lokale behandeling met hyperthermie (hitte);10732,71
Behandeling met hyperthermie (hitte);10732,71
Oppervlakkige behandeling met hyperthermie (hitte);8605,28
Brachytherapie (inwendige bestraling) waarbij het radioactief materiaal permanent wordt ingebracht;11836,64
Radiotherapie (bestraling) met hoge precisie door stereotaxie;11985,19
Radiotherapie (bestraling) met hoge precisie door stereotaxie - met beeldvorming;13128,18
Brachytherapie (inwendige bestraling) waarbij het radioactief materiaal dmv stereotaxie wordt ingebracht;11754,69
Brachytherapie (inwendige bestraling) met beeldvorming/ contouring/ planning;8938,44
Voorbereiding op radiotherapie (bestraling);1440,87
Brachytherapie (inwendige bestraling) met individuele dosisberekening;4636,73
Consult/ raadpleging bij radiotherapie;291,71
Brachytherapie (inwendige bestraling);4612,11
Radiotherapie (bestraling), 1 tot 4 vervolgcontacten;221,43
Radiotherapie (bestraling), meer dan 4 vervolgcontacten;856,05
Radiotherapie (bestraling) standaard;3579,14
Radiotherapie (bestraling) kort;1535,22
Radiotherapie (bestraling) van het totale lichaam of de huid;2170,83
Radiotherapie (bestraling) intensief;10488,8
Radiotherapie (bestraling) met beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI);11388,96
Radiotherapie (bestraling) tijdens een operatie;2694,08
3-D (3 Dimensionale) radiotherapie (bestraling);8432,58
Inbrengen van een stent-graft (buisje van kunststof en metaal) in de aorta door een radioloog;4103,27
Inbrengen van meerdere stent-grafts (buisje van kunststof en metaal) in de aorta door een radioloog;5644,52
Inbrengen van een stent(-graft) (buisje van kunststof en metaal) in een slagader door een radioloog;4057,21
Inbrengen van meerdere stent(-graft)s (buisje van kunststof en metaal) in een slagader door een radioloog;5263,88
Afsluiten van een bloedvat of inbrengen van botcement door een radioloog;4809,07
Behandeling van een bloedvatvernauwing door een radioloog;1784,48
Behandeling van vernauwingen in bloedvaten door een radioloog;2974,16
Verwijderen van een bloedstolsel door middel van een operatie of medicijnen door een radioloog;3300,99
Inbrengen van een centrale lijn in een bloedvat of port-a-cath systeem (injectiekamer met een slangetje, dat wordt ingebracht in een grote ader) door een radioloog;720,63
Verwijderen van een lichaamsvreemd voorwerp of steen door een radioloog;1521,2
Injecteren van medicatie door een radioloog;560,84
Vochtafvoer ten behoeve van weefselonderzoek door een radioloog;753,68
Vochtafvoer ten behoeve van weefselonderzoek aan de borst door een radioloog;275,66
Meerdere malen vochtafvoer ten behoeve van weefselonderzoek door een radioloog;1602,9
Meerdere malen vochtafvoer ten behoeve van weefselonderzoek aan de borst door een radioloog;567,42
Wegsnijden of verwijderen van weefsel door een radioloog;1004,7
Behandeling van vaatafwijkingen in het hoofd of de hals door een radioloog;15599,12
Afsluiten van een bloedvat voor brachytherapie (inwendige bestraling) door een radioloog;27006,17
Ingewikkelde pijnbestrijding bij pijn bij lage rugklachten;2247,34
Middel Ingewikkelde pijnbestrijding bij pijn bij lage rugklachten;1264,35
Ingewikkelde pijnbestrijding bij pijn bij kanker;1936,18
Ingewikkelde pijnbestrijding met een ziekenhuisopname bij pijn bij kanker;3758,82
Voor proef plaatsen van een pijnbestrijdingsapparaat dat elektrische prikkels geeft bij pijn;7197,87
